year,STATION,Chla.spme,Secc.spme,Sal.spme,Temp.spme,TP.spme,TN.spme,TSS.spme
1985,EE2.1,7.823333333333333,1.7666666666666666,12.33,17.533333333333335,0.05,1.3657226666666666,6.666666666666667
1985,EE3.1,4.65,1.325,15.1725,16.325,0.06,1.045372,12.25
1985,EE3.4,10.695,1.4333333333333333,17.48,14.516666666666667,0.0254,NA,16.8
1985,EE3.5,11.011666666666667,1.6166666666666667,17.361666666666668,13.966666666666667,0.020833333333333332,NA,13.55
1985,ET4.1,61.13666666666667,0.18000000000000002,0.36833333333333335,14.716666666666667,0.21333333333333335,NA,70.33333333333333
1985,ET4.2,31.086666666666666,1.4,9.253333333333334,12,0.06833333333333333,1.306883,7.166666666666667
1985,ET5.1,27.373333333333335,0.2714285714285714,0.48714285714285716,14.114285714285714,0.1757142857142857,NA,49.285714285714285
1985,ET5.2,15.603333333333332,0.88,11.08,15,0.07,1.19436,14.8
1985,LE1.1,NA,1.1166666666666667,NA,NA,0.07166666666666667,0.6733333333333333,14.5
1985,LE1.2,NA,1.3,NA,NA,0.0675,0.8175903333333333,16.333333333333332
1985,LE1.3,NA,1.3666666666666667,NA,NA,0.07833333333333334,0.755474,10.5
1985,LE1.4,NA,1.95,NA,NA,0.0625,0.8993763333333333,12.916666666666666
1985,LE2.2,46.81333333333333,1,10.805,14.316666666666666,0.07416666666666667,1.1871653333333332,10.583333333333334
1985,LE2.3,24.525,2.2,13.406666666666666,12.516666666666666,0.035,NA,NA
1985,LE3.1,NA,0.7833333333333333,13.796666666666667,13.516666666666667,0.05,NA,NA
1985,LE3.2,NA,1.75,15.135,13.416666666666666,0.045,NA,9
1985,LE3.3,NA,2.033333333333333,15.741666666666667,14.5,0.049999999999999996,NA,6.166666666666667
1985,LE3.4,NA,2.0833333333333335,15.986666666666666,13.266666666666666,0.045,NA,8.333333333333334
1985,LE3.6,8.701666666666666,1.6333333333333333,16.294,13.35,0.03383333333333333,NA,7.85
1985,LE3.7,7.37,1.9000000000000001,17.195999999999998,13.716666666666667,0.018166666666666668,NA,11.416666666666666
1985,LE4.1,NA,0.58,13.302,14.12,0.064,NA,NA
1985,LE4.2,NA,0.92,18.422,13.22,0.04,NA,NA
1985,LE4.3,NA,2.04,20.776,12.78,0.036,NA,12.166666666666666
1985,LE5.1,NA,0.48333333333333334,3.2483333333333335,15.9,0.075,NA,NA
1985,LE5.2,NA,0.7166666666666667,10.886666666666667,15.183333333333334,0.05,NA,NA
1985,LE5.3,NA,0.8666666666666667,16.083333333333332,14.75,0.065,NA,18.333333333333332
1985,LE5.4,NA,1.25,20.693333333333335,14.233333333333334,0.04166666666666667,NA,NA
1985,LE5.5,15.131666666666668,1.6333333333333333,21.035,13.983333333333334,0.051666666666666666,NA,8.816666666666666
1985,LE5.6,NA,1.2,19.758333333333333,14.566666666666666,0.058333333333333334,NA,NA
1985,RET1.1,NA,0.6166666666666667,NA,NA,0.135,0.9983333333333333,34.166666666666664
1985,RET2.1,NA,NA,NA,NA,0.10173333333333333,2.242618333333333,25.5
1985,RET2.2,6.7749999999999995,0.4,1.2883333333333333,14.866666666666667,0.11333333333333334,2.0613989999999998,27.333333333333332
1985,RET2.4,NA,NA,NA,NA,0.1216,1.9437446666666667,13
1985,RET3.1,NA,0.3833333333333333,5.605,14.516666666666667,0.09166666666666666,NA,66.33333333333333
1985,RET3.2,NA,0.5666666666666667,10.61,14.133333333333333,0.07,NA,NA
1985,RET4.1,NA,0.24,2.396,14.54,0.084,NA,75
1985,RET4.2,NA,0.3,2.358,14.6,0.062,NA,37.5
1985,RET4.3,NA,0.4,8.9,14.48,0.088,NA,NA
1985,RET5.2,NA,0.5666666666666667,1.0333333333333334,15.583333333333334,0.07833333333333334,NA,NA
1985,TF1.3,2.7325,0,0,16.939999999999998,0.29,2.88375,15.083333333333334
1985,TF1.4,8.41,0.23333333333333334,0,16.666666666666668,0.33,2.5825,22.166666666666668
1985,TF1.5,NA,0.175,NA,NA,0.30166666666666664,2.395833333333333,75.16666666666667
1985,TF1.6,NA,0.21666666666666667,NA,NA,0.275,2.3275,83.33333333333333
1985,TF1.7,NA,0.3,NA,NA,0.20833333333333331,1.71,51
1985,TF2.1,NA,NA,NA,NA,0.057,2.563929,14.2
1985,TF2.2,NA,NA,NA,NA,0.06618,2.597582,13.8
1985,TF2.3,13.07,0.5833333333333334,0,16.15,0.09833333333333333,2.5105523333333335,19.166666666666668
1985,TF2.4,NA,NA,NA,NA,0.07111666666666666,2.2794003333333333,18.5
1985,TF3.2,NA,NA,NA,15.466666666666667,0.05333333333333333,NA,NA
1985,TF3.3,NA,0.31666666666666665,1.2249999999999999,14.816666666666666,0.135,NA,NA
1985,TF4.2,NA,1.0666666666666667,0.016666666666666666,17,0.05,NA,NA
1985,TF4.4,NA,1.2,0,16.75,0.045,NA,NA
1985,TF5.2,NA,NA,0,17.883333333333333,0.1,NA,NA
1985,TF5.3,NA,1.12,0,16.5,0.18833333333333332,NA,NA
1985,TF5.4,NA,0.6,0.016666666666666666,17,0.11,NA,NA
1985,TF5.5,NA,0.7,0.03333333333333333,16.833333333333332,0.13166666666666668,NA,NA
1985,TF5.6,NA,0.6166666666666667,0.08333333333333333,15.916666666666666,0.09333333333333334,NA,NA
1985,WE4.1,6.843333333333334,2.0833333333333335,20.56,14.316666666666666,0.017666666666666667,NA,10.266666666666667
1985,WE4.2,3.6766666666666667,2.16,20.642,15.116666666666667,0.017666666666666667,NA,15.033333333333333
1985,WE4.3,3.8933333333333335,2.166666666666667,21.184,15.3,0.019,NA,15.733333333333334
1985,WE4.4,3.02,1.5166666666666666,20.634999999999998,15.35,0.0245,NA,11.666666666666666
1985,WT1.1,44.31999999999999,0.43333333333333335,0.59,16,0.16333333333333333,3.4077473333333335,26
1985,WT4.1,172.14499999999998,0.3333333333333333,2.3966666666666665,16.266666666666666,0.37333333333333335,NA,17.666666666666668
1985,WT5.1,66.47,1.36,8.01,14.44,0.128,2.260862,8.3
1985,WT6.1,22.130000000000003,0.9666666666666667,7.013333333333334,16.066666666666666,0.08,1.7266736666666667,10.333333333333334
1985,WT8.1,58.515,0.8666666666666667,9.93,17.2,0.11,1.192817,15
1985,WT8.2,28.03,0.7,9.620000000000001,23.299999999999997,0.1,1.015323,15
1985,WT8.3,16.975,0.8,9.64,22.4,0.08,NA,14
1986,CB1.1,7.779999999999999,0.6833333333333333,0.09333333333333334,12.783333333333333,0.0418,1.6708,10.5
1986,CB2.1,10.57875,0.45,0.07,13.525,0.0605,1.7224,20.066666666666666
1986,CB2.2,9.15,0.31666666666666665,0.5316666666666666,12.116666666666667,0.07378333333333334,1.7549,23.566666666666666
1986,CB3.1,11.116666666666667,0.4,1.695,11.6,0.07796666666666667,1.5638333333333332,23.9
1986,CB3.2,18.916666666666668,0.5333333333333333,4.78,11.266666666666667,0.054933333333333334,1.5273333333333334,16.083333333333332
1986,CB3.3C,15.776428571428571,1.042857142857143,7.214285714285714,12.592857142857143,0.03776666666666667,1.2738333333333334,9.783333333333333
1986,CB3.3E,14.45,1.0333333333333334,6.526666666666666,12.3,0.03181666666666667,1.2818333333333334,9.116666666666667
1986,CB3.3W,14.283333333333333,0.8200000000000001,7.421666666666667,11.866666666666667,0.036699999999999997,1.2913333333333334,10.666666666666666
1986,CB4.1C,10.3,1.6833333333333333,8.555,11.916666666666666,0.023516666666666665,1.1196666666666666,4.2
1986,CB4.1E,8,1.8666666666666667,8.958333333333334,11.9,0.021633333333333334,1.1260000000000001,5.166666666666667
1986,CB4.1W,8.558333333333334,1.35,8.116666666666667,12.6,0.0283,1.15575,5.583333333333333
1986,CB4.2C,7.65,2.0166666666666666,9.715,11.7,0.01585,1.02625,4.766666666666667
1986,CB4.2E,6.916666666666667,2.1,9.593333333333334,11.866666666666667,0.0195,1.0154666666666667,4.216666666666667
1986,CB4.2W,9.133333333333333,1.86,9.688333333333333,12.033333333333333,0.0185,1.0725,5.166666666666666
1986,CB4.3C,7.833333333333334,2.05,9.719999999999999,11.516666666666667,0.0149,1.14088,4.25
1986,CB4.3E,7.95,2.2333333333333334,10.298333333333334,11.333333333333334,0.015083333333333334,1.00995,3.95
1986,CB4.3W,9.133333333333333,1.9,10.006666666666666,11.966666666666667,0.01778333333333333,1.0396166666666666,4.883333333333333
1986,CB4.4,7.9399999999999995,2.283333333333333,10.578333333333333,12.283333333333333,0.017333333333333333,1.0062,5.033333333333333
1986,CB5.1,7.597083333333333,2.2,11.2825,11.416666666666666,0.016460000000000002,1.15072,4.25
1986,CB5.1W,8.760000000000002,1.6833333333333333,11.151666666666667,10.75,0.0347,1.3100663333333336,6.666666666666667
1986,CB5.2,8.341666666666667,2.3666666666666667,12.23,11.566666666666666,0.016058333333333334,0.9151916666666666,4.208333333333333
1986,CB5.3,6.666666666666666,2.6,12.863333333333333,11.466666666666667,0.013766666666666667,0.88475,3.45
1986,CB5.4,7.153333333333333,2.45,14.219999999999999,11.816666666666666,0.01325,NA,7.5
1986,CB5.4W,6.433333333333334,2.1333333333333333,13.778333333333334,13.266666666666666,0.01425,NA,4.583333333333333
1986,CB5.5,7.956666666666667,2.6166666666666667,15.22,11.85,0.015333333333333334,NA,6.666666666666667
1986,CB6.1,7.431666666666667,2.85,15.321666666666667,12.166666666666666,0.0135,NA,4.583333333333333
1986,CB6.2,7.09,2.65,15.533333333333333,11.6,0.021333333333333333,NA,5.583333333333333
1986,CB6.3,7.901666666666666,2.1333333333333333,16.435,11.783333333333333,0.013916666666666666,NA,5.666666666666667
1986,CB6.4,6.078333333333333,2.033333333333333,18.16,12,0.029666666666666668,NA,6.083333333333333
1986,CB7.1,5.9383333333333335,2.4833333333333334,17.34166666666667,11.55,0.013583333333333333,NA,7.583333333333333
1986,CB7.1N,9.97,2.1333333333333333,16.845,11.700000000000001,0.020999999999999998,NA,6.333333333333333
1986,CB7.1S,9.315,2.783333333333333,17.128333333333334,11.3,0.017083333333333332,NA,4.75
1986,CB7.2,6.116666666666667,2.5833333333333335,17.38,11.55,0.011666666666666667,NA,5.916666666666667
1986,CB7.2E,8.743333333333332,2.433333333333333,20.05,11.55,0.017333333333333333,NA,6.75
1986,CB7.3,4.71,2.84,20.366666666666667,12.3,0.030000000000000002,NA,5.766666666666667
1986,CB7.3E,5.843333333333334,2.38,22.143333333333334,11.466666666666667,0.029833333333333333,NA,5.75
1986,CB7.4,5.1883333333333335,2.283333333333333,28.71666666666667,10.666666666666666,0.03283333333333333,NA,12.833333333333334
1986,CB7.4N,2.0341666666666667,3.25,31.05,10.766666666666667,0.03425,NA,8.283333333333333
1986,CB8.1,9.505,1.8833333333333333,20.881666666666668,12.066666666666666,0.039,NA,9.95
1986,CB8.1E,5.956666666666667,2.0166666666666666,22.005,11.75,0.034333333333333334,NA,8.4
1986,EE1.1,4.606666666666667,2.3666666666666667,10.76,12.133333333333333,0.02075,1.4422026666666667,4.166666666666667
1986,EE2.1,6.022,2.56,11.082,13.959999999999999,0.020666666666666667,1.597056,8.2
1986,EE2.2,4.133,2.52,11.416,12.120000000000001,0.0265,1.385532,8.15
1986,EE3.0,3.6883333333333335,0.7333333333333333,12.753333333333334,11.633333333333333,0.044333333333333336,1.2830293333333334,28.666666666666668
1986,EE3.1,3.808,1.54,13.906,13.58,0.026500000000000003,1.134122,14.2
1986,EE3.2,4.7875,2.066666666666667,15.958333333333332,12.083333333333334,0.023,1.192511,9
1986,EE3.3,5.343333333333334,1.5,16.56833333333333,13.483333333333333,0.0408,1.0094509999999999,22.333333333333332
1986,EE3.4,11.682,1.84,17.436,13.959999999999999,0.02,NA,8.8
1986,EE3.5,7.778333333333333,1.9833333333333334,17.925,12.266666666666667,0.018,NA,9.916666666666666
1986,ET1.1,20.2975,0.45,0,14.8,0.07475,1.6972420000000001,71
1986,ET10.1,7.34,0.65,0,15.333333333333334,0.09566666666666666,NA,16.666666666666668
1986,ET2.1,18.565,0.3,1.295,14.55,0.226,2.412884,57.5
1986,ET2.2,36.21,0.25,0.33,14.25,0.153,1.761212,61
1986,ET2.3,25.915,0.35,0.95,14.5,0.167,2.1446180000000004,46.5
1986,ET3.1,29.636666666666667,0.4666666666666667,0.09666666666666666,13.200000000000001,0.10566666666666667,1.9800083333333334,24.333333333333332
1986,ET4.1,28.808,0.28,0.292,14.92,0.20700000000000002,NA,77.4
1986,ET4.2,8.134,1.46,8.756,13.14,0.033,1.331883,7
1986,ET5.1,7.12,0.28,0.366,15.54,0.1132,NA,34.8
1986,ET5.2,7.0725,1.1833333333333333,9.131666666666666,13.3,0.0372,1.5101933333333335,9.833333333333334
1986,ET6.1,12.776666666666667,0.6333333333333333,0.10333333333333333,12.933333333333334,0.07133333333333333,3.25,22.666666666666668
1986,ET6.2,7.325,0.4,7.3966666666666665,12.1,0.07616666666666666,1.9133333333333333,51.666666666666664
1986,ET7.1,5.8,0.39999999999999997,7.513333333333334,12.6,0.10366666666666667,1.992169,49
1986,ET8.1,4.536666666666667,1,13.66,13.566666666666666,0.042833333333333334,1.4234393333333333,16.333333333333332
1986,ET9.1,2.7016666666666667,2.3333333333333335,15.056666666666667,13.033333333333333,0.024166666666666666,1.1022966666666667,10.166666666666666
1986,LE1.1,15.58,0.8666666666666667,10.155,13.166666666666666,0.0472,0.8466666666666667,11.666666666666666
1986,LE1.2,14.459166666666667,1.25,10.885,12.783333333333333,0.0488,0.9859236666666668,10.416666666666666
1986,LE1.3,11.794166666666667,1.3833333333333333,10.736666666666666,12.233333333333334,0.0389,1.0676406666666667,10.916666666666666
1986,LE1.4,8.819166666666666,1.5333333333333334,11.208333333333332,11.25,0.03,1.1893763333333334,7.75
1986,LE2.2,9.646,1.3,9.392,13.14,0.028,1.418832,12
1986,LE2.3,6.833333333333333,2.45,12.09,11.633333333333333,0.015916666666666666,0.8856666666666666,4.566666666666666
1986,LE3.1,17.211666666666666,0.7166666666666667,11.974,13.299999999999999,0.04,NA,NA
1986,LE3.2,13.311666666666667,1.5833333333333333,14.096,12.816666666666666,0.024999999999999998,NA,7.5
1986,LE3.3,7.056666666666667,1.95,14.21,14.066666666666666,0.02,NA,5.75
1986,LE3.4,10.478333333333333,1.85,14.123333333333333,12.666666666666666,0.025,NA,6.625
1986,LE3.6,9.994,2,14.775,12.716666666666667,0.014083333333333333,NA,7.166666666666667
1986,LE3.7,9.315,2.1333333333333333,15.328333333333333,13.283333333333333,0.023,NA,5.166666666666667
1986,LE4.1,13.986666666666666,0.3666666666666667,13.141666666666667,14.933333333333334,0.075,NA,NA
1986,LE4.2,14.475,0.6166666666666667,17.743333333333332,14.083333333333334,0.051666666666666666,NA,NA
1986,LE4.3,7.625,1.45,20.015,13.35,0.04,NA,8.25
1986,LE5.1,5.931666666666667,0.3,2.665,15.933333333333334,0.09,NA,NA
1986,LE5.2,5.195,0.4166666666666667,9.02,14.9,0.06333333333333334,NA,NA
1986,LE5.3,5.791666666666667,0.55,14.266666666666666,14.15,0.051666666666666666,NA,19
1986,LE5.4,9.68,0.9500000000000001,18.601666666666667,13.45,0.04166666666666667,NA,NA
1986,LE5.5,16.77,1.3,19.088333333333335,13.1,0.0495,NA,60.2
1986,LE5.6,10.3,0.9166666666666667,18.418333333333333,14.016666666666667,0.05,NA,NA
1986,MAT0016,15.55,0.44,0,15.4,0.14,2.228362,23
1986,MAT0078,1.278,NA,0,13.18,0.12775,1.199898,5.2
1986,PIS0033,0.88,NA,0,13.56,0.0735,1.38,7.1
1986,RET1.1,12.221666666666668,0.4166666666666667,8.363333333333333,14.166666666666668,0.0964,1.1,21.166666666666668
1986,RET2.1,4.874,0.26,1.018,14,0.1295,2.278285,51.6
1986,RET2.2,19.086,0.38,2.5,13.54,0.11549999999999999,2.149399,35
1986,RET2.4,30.997,0.68,6.712,12.88,0.086625,1.786578,18.1
1986,RET3.1,9.57,0.26666666666666666,3.252,14.44,0.08166666666666667,NA,53.25
1986,RET3.2,28.90833333333333,0.4166666666666667,8.566,13.959999999999999,0.07333333333333333,NA,NA
1986,RET4.1,4.541666666666667,0.23333333333333334,3.5533333333333332,15.516666666666667,0.10166666666666667,NA,106.75
1986,RET4.2,3.45,0.3333333333333333,2.1833333333333336,15.316666666666666,0.06999999999999999,NA,70.25
1986,RET4.3,9.156666666666666,0.33333333333333337,8.628333333333334,15.283333333333333,0.08666666666666667,NA,NA
1986,RET5.2,8.615,0.4,0.6166666666666667,15.5,0.075,NA,NA
1986,TF1.3,2.756666666666667,NA,0,14.7,0.18562499999999998,3.5825,14.708333333333334
1986,TF1.4,5.488333333333333,0.5166666666666666,0,15.05,0.20675,3.9833333333333334,20.166666666666668
1986,TF1.5,21.265,0.24166666666666667,0.034999999999999996,15.2,0.2084,2.3716666666666666,44.666666666666664
1986,TF1.6,12.838333333333333,0.21666666666666667,0.23166666666666666,14.866666666666667,0.241,2.1333333333333333,52
1986,TF1.7,8.46,0.2833333333333333,2.77,15.333333333333334,0.1741,1.7575,43.25
1986,TF2.1,5.39,0.76,0,15.719999999999999,0.091,2.694129,16.4
1986,TF2.2,4.59,0.6,0,15.6,0.07625,2.654182,18.8
1986,TF2.3,6.124,0.48,0,15.26,0.18175,2.461719,24.8
1986,TF2.4,6.138,0.38,0.022,14.44,0.129,2.4780670000000002,30.2
1986,TF3.2,6.515,NA,0,17.24,0.06,NA,NA
1986,TF3.3,4.965,0.2833333333333333,0.6,14.459999999999999,0.06666666666666667,NA,NA
1986,TF4.2,3.1,0.84,0,16.833333333333332,0.05,NA,NA
1986,TF4.4,3.3,1.0666666666666667,0,16.583333333333332,0.04833333333333333,NA,NA
1986,TF5.2,7.345,NA,0,18.116666666666667,0.08166666666666667,NA,NA
1986,TF5.3,7.293333333333333,1.0166666666666666,0,16.833333333333332,0.14166666666666666,NA,NA
1986,TF5.4,40.5,0.43333333333333335,0,17.8,0.13166666666666668,NA,NA
1986,TF5.5,29.630000000000003,0.5333333333333333,0,17,0.12,NA,NA
1986,TF5.6,12.261666666666667,0.5666666666666667,0,15.666666666666666,0.07833333333333334,NA,NA
1986,WE4.1,8.026666666666667,1.6833333333333333,18.431666666666665,13.016666666666666,0.027333333333333334,NA,8.833333333333334
1986,WE4.2,8.985,1.7333333333333334,18.68,13.2,0.0245,NA,8.5
1986,WE4.3,5.823333333333333,1.7333333333333334,20.205,13.066666666666666,0.0205,NA,8.583333333333334
1986,WE4.4,3.304,1.76,18.72,15.48,0.0234,NA,9.2
1986,WT1.1,7.126666666666667,0.3,0.26666666666666666,13.333333333333334,0.07766666666666666,2.5510806666666666,49
1986,WT2.1,27.326666666666668,0.36666666666666664,0.8099999999999999,13.433333333333334,0.065,1.9089399999999999,46
1986,WT3.1,13.156666666666666,0.7666666666666667,0.9533333333333334,12.7,0.044,1.9280156666666666,7.166666666666667
1986,WT4.1,71.35333,0.3,1.0433333333333332,13.3,0.2693333333333333,NA,27.666666666666668
1986,WT5.1,23.0825,0.8333333333333334,5.808333333333334,13.4,0.0915,2.418362,16.583333333333332
1986,WT6.1,14.004999999999999,1.1,5.1049999999999995,15.899999999999999,0.05,1.935007,9.5
1986,WT7.1,11.15,1.35,6.6000000000000005,15.6,0.066,1.3359429999999999,6.5
1986,WT8.1,23.49,1.3666666666666667,7.806666666666667,13.033333333333333,0.0845,1.442817,10.333333333333334
1986,WT8.2,7.8933333333333335,1,7.883333333333333,13.9,0.05,1.285323,5.333333333333333
1986,WT8.3,10.65,1,8.433333333333334,13.533333333333333,0.051333333333333335,NA,9
1986,XFB1986,6.5840000000000005,0.62,0,15.84,0.03875,2.6382670000000004,14.2
1987,CB1.1,12.5,0.7833333333333333,0,11.233333333333333,NA,NA,24.58
1987,CB2.1,13.64,0.5375,0.24250000000000002,11.3,NA,NA,31.84
1987,CB2.2,21.83,0.5166666666666666,1.8283333333333334,10.9,NA,NA,23.009999999999998
1987,CB3.1,27.5,0.6333333333333333,3.933333333333333,10.516666666666666,NA,NA,15.549999999999999
1987,CB3.2,13.766666666666667,0.9666666666666667,6.131666666666667,10.4,NA,NA,10.7
1987,CB3.3C,9.5344444444444445,1.277777777777778,7.306666666666667,10.766666666666667,NA,NA,8.033333333333333
1987,CB3.3E,14.58,1.2,7.774,12.36,NA,NA,6.9399999999999995
1987,CB3.3W,16.8,1.08,7.338,12.92,NA,NA,8.4
1987,CB4.1C,16.666666666666668,1.9666666666666668,11.138333333333334,10.65,NA,NA,6.216666666666667
1987,CB4.1E,16.8,1.86,11.144,12.06,NA,NA,5.46
1987,CB4.1W,12.6,1.52,9.725999999999999,12.219999999999999,NA,NA,6.41
1987,CB4.2C,12.216666666666667,1.9333333333333333,11.568333333333333,10.633333333333333,NA,NA,5.166666666666667
1987,CB4.2E,13.54,2.08,11.168,11.98,NA,NA,4.96
1987,CB4.2W,11.125,1.9200000000000002,10.668,11.72,NA,NA,5.14
1987,CB4.3C,13.566666666666666,1.9833333333333334,12.153333333333332,10.5,NA,NA,5.133333333333333
1987,CB4.3E,18.16,2.08,12.704,12.18,NA,NA,4.56
1987,CB4.3W,17.8,1.92,10.982,11.86,NA,NA,5.22
1987,CB4.4,16.016666666666666,2.1,12.148333333333333,11.35,NA,NA,4.716666666666667
1987,CB5.1,19.463333333333335,1.8833333333333333,12.728333333333333,11.95,NA,NA,4.883333333333333
1987,CB5.1W,22.805833333333332,1.65,12.223333333333333,11.700000000000001,0.0325,1.167233,8.416666666666666
1987,CB5.2,26.316666666666666,1.9333333333333333,13.731666666666666,11.55,NA,NA,4.916666666666667
1987,CB5.3,24.286666666666665,1.84,14.238,10.02,NA,NA,5.5200000000000005
1987,CB5.4,32.13333333333333,1.5833333333333335,14.658333333333333,11.233333333333334,0.0208,NA,6.166666666666667
1987,CB5.4W,21.4,1.6833333333333333,14.366666666666667,11.733333333333334,0.019166666666666665,NA,5.666666666666667
1987,CB5.5,30.53333333333333,1.6166666666666667,15.198333333333332,10.883333333333333,0.017333333333333333,NA,7.166666666666667
1987,CB6.1,32.68333333333334,1.56,15.22,11.583333333333332,0.0185,NA,6.833333333333333
1987,CB6.2,31.65,1.5666666666666667,16.333333333333332,11.466666666666667,0.028,NA,6.333333333333333
1987,CB6.3,30.439999999999998,1.3333333333333333,16.38,11.333333333333334,0.024166666666666666,NA,11.333333333333334
1987,CB6.4,35.81666666666667,1.4,18.35,11.783333333333333,0.023,NA,10.816666666666666
1987,CB7.1,35.53333333333333,1.32,17.951666666666668,11.066666666666666,0.0215,NA,7.333333333333333
1987,CB7.1N,36.61666666666667,1.1333333333333333,17.571666666666665,11.4,0.026833333333333334,NA,9.5
1987,CB7.1S,32.36666666666667,1.28,17.495,11.216666666666667,0.018,NA,6.333333333333333
1987,CB7.2,27.8,1.8166666666666667,17.136666666666667,11.616666666666667,0.015416666666666667,NA,5
1987,CB7.2E,28.133333333333333,1.6166666666666667,18.831666666666667,11.333333333333334,0.020666666666666667,NA,5.666666666666667
1987,CB7.3,31.783333333333335,1.6666666666666667,19.25,11.766666666666667,0.021500000000000002,NA,10.466666666666667
1987,CB7.3E,25.48333333333333,1.56,20.7,11.383333333333333,0.018000000000000002,NA,9.35
1987,CB7.4,21.2,1.6333333333333333,22.56,9.9,0.023,NA,10.316666666666666
1987,CB7.4N,17.316666666666666,1.46,23.7,10.633333333333333,0.023,NA,9.475
1987,CB8.1,26.04,1.1833333333333333,17.85,11.466666666666667,0.034,NA,10.716666666666667
1987,CB8.1E,18.816666666666666,1.4833333333333334,20.033333333333335,10.983333333333333,0.03333333333333333,NA,11.6
1987,EE1.1,4.788333333333333,2.6,13.696666666666667,11.633333333333333,0.024,1.2563693333333332,5.25
1987,EE2.1,7.825833333333334,2.033333333333333,13.541666666666668,11.016666666666667,0.030833333333333334,1.4848893333333333,6.833333333333333
